12320874	1222
45088822	1222
12345600	8999
45613163	9000
87942400	8999
78956132	1222
45896192	2222
45612254	1222
67823616	1200
45987328	1222
12395647	8999
76924057	1222
23568734	2222
34980096	1222
45357824	2222
19874563	8999
79624122	8999
55563212	1222
49532300	2222
22359785	1200
99545622	2222
46694522	8999
26941224	9000
69856561	2222
78899797	1200
91612155	1222
15894135	2222
16594215	2222
21684556	2222
13225684	1200
12569898	1222
23385488	8999
15584862	9000
25481244	1222
23645125	2222
91376524	1200
29876453	1200
22645118	2222
26984866	1222
69945005	1200
15158946	8999
25181568	8999
12851263	8999
89654132	9000
65948455	9000
15847451	9000
65945155	9000
26451598	9000
69874512	1200
98650547	2222
39564133	2222
36945215	2222
34975215	1222
59978154	2222
51645121	2222
63294155	8999
16544512	1222
36598455	1200
79629621	1222
21549122	2222
76597412	8999
36945848	9000
95641265	8999
15945156	1200
32798165	1222
93164131	2222
64875221	1222
67981236	8999
73158466	2222
86153655	2222
87962102	2222
85621110	1222
59531215	8999
93556812	2222
36598455	8999
79669661	9000
64873444	2222
67981466	1222
73155489	8999
86156655	9000
87961402	2222
85622310	1200
59532215	2222
